#id,RT,RI,abundance,CAS,weight
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,141822409,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~Ocimene",14.001,,4469100,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~terpinolene",15.882,,2275520,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~linalool",16.701,,402533691,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~camphor",18.747,,6724189,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,3657022,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,1987700,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,16393392,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,5335656,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~chavicol",23.917,,3097691,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,33501324,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,10632074,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~eugenol",28.48,,1586053479,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,3013457,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,4379717,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,63693467,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,4834212,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,2013802,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,7569325,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,184471643,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,8061118,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~humulene",32.644,,19362918,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,11480779,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,13024379,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,55726071,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,34542913,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,40158199,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,65586088,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,9155678,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,6378595,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,3046050,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~nerolidol",37.08,,1515706,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~epicubenol",38.984,,7768529,,
"2-20160501OB-UV~Treat8~PC1~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,58566437,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,157128220,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~Ocimene",14.001,,3983033,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~terpinolene",15.882,,2177912,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~linalool",16.701,,438357994,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~camphor",18.747,,7911584,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,5026846,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,2519476,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,22316388,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,3700844,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~chavicol",23.917,,,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,27441464,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,6268706,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~eugenol",28.48,,1583186528,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,2522075,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,2274487,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,40409126,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,5826188,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,1623014,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,5251254,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,156948414,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,3525420,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~humulene",32.644,,13668488,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,7731447,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,9624306,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,37084333,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,22858679,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,27173282,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,7722994,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,3706038,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,2029540,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~epicubenol",38.984,,5659342,,
"2-20160501OB-UV~Treat8~PC2~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,42773225,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,159959286,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~Ocimene",14.001,,3677237,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~terpinolene",15.882,,2075340,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~linalool",16.701,,444912778,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~camphor",18.747,,8014027,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,4668111,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,2662011,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,23647680,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,3376556,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~chavicol",23.917,,,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,27030702,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,5567320,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~eugenol",28.48,,1734058109,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,2250975,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,2105170,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,37446762,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,5833370,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,4731659,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,143430250,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,2911369,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~humulene",32.644,,12119648,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,7176019,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,8353311,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,33676051,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,20372272,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,20719100,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,46007475,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,7562147,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,3370177,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,1770801,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~epicubenol",38.984,,5194252,,
"2-20160501OB-UV~Treat8~PC3~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,39868124,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~Eucalyptol",12.85,,353787190,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~Ocimene",13.675,,30184181,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~terpinolene",15.484,,4331263,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~linalool",16.454,,512715845,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~camphor",18.412,,2764846,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~endo-borneol",19.658,,4723285,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~alpha-terpineol",20.847,,6113834,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~octyl acetate",21.77,,4103683,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~chavicol",23.6,,252728,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~bornyl acetate",25.005,,15244110,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~gamma-elemene",27.114,,6628808,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~eugenol",28.252,,375598899,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~alpha-copaene",29.001,,4222496,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~beta-elemene",29.342,,2488576,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~sesquiterpene a",29.653,,33807334,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~methyleugenol",29.833,,1218553,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~trans-alpha-bergamotene",30.658,,1172299,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~beta-ylangene",30.797,,4951674,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~cis-alpha-bergamotene",31.623,,328823319,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~alpha-copaene",31.977,,6406102,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~humulene",32.347,,9746874,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~cis-beta-farnesene",32.438,,8736052,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~cis-muurola-4(15)5-diene",32.606,,6697357,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~Germacrene D",33.4,,21723423,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~bicyclogermacrene",33.985,,12105686,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~alpha-bulnesene",34.263,,19255416,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~gamma-cadinene",34.731,,24079509,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~delta-cadinene",34.93,,2724502,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~sesquiterpene b",35.202,,2509830,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~alpha-cadinene",35.607,,934394,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~nerolidol",36.726,,150428,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~epicubenol",38.623,,795091,,
"3-20161017OB-UV~Treat1~U17.I~2016-10-17T00:00:00.0Z~tau-cadinol",39.654,,3801656,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~Eucalyptol",12.85,,16254846,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~Ocimene",13.675,,2984295,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~terpinolene",15.484,,246815,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~linalool",16.454,,26271846,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~camphor",18.412,,323891,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~endo-borneol",19.658,,209396,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~alpha-terpineol",20.847,,576266,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~octyl acetate",21.77,,1819542,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~chavicol",23.6,,49093,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~bornyl acetate",25.005,,4136811,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~gamma-elemene",27.114,,2017105,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~eugenol",28.252,,23130086,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~alpha-copaene",29.001,,752798,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~beta-elemene",29.342,,579432,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~sesquiterpene a",29.653,,11180567,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~methyleugenol",29.833,,284926,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~trans-alpha-bergamotene",30.658,,373781,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~beta-ylangene",30.797,,1317075,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~cis-alpha-bergamotene",31.623,,39280523,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~alpha-copaene",31.977,,2193403,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~humulene",32.347,,3111881,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~cis-beta-farnesene",32.438,,2218860,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~cis-muurola-4(15)5-diene",32.606,,2317004,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~Germacrene D",33.4,,8953645,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~bicyclogermacrene",33.985,,5115657,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~alpha-bulnesene",34.263,,5529774,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~gamma-cadinene",34.731,,8267768,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~delta-cadinene",34.93,,365172,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~sesquiterpene b",35.202,,761564,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~alpha-cadinene",35.607,,157651,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~nerolidol",36.726,,30067,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~epicubenol",38.623,,162232,,
"3-20161017OB-UV~Treat2~U4.P~2016-10-17T00:00:00.0Z~tau-cadinol",39.654,,797498,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~Eucalyptol",12.85,,21026848,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~Ocimene",13.675,,8626716,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~terpinolene",15.484,,330123,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~linalool",16.454,,28839997,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~camphor",18.412,,250035,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~endo-borneol",19.658,,198636,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~alpha-terpineol",20.847,,770613,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~octyl acetate",21.77,,3134949,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~chavicol",23.6,,99782,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~bornyl acetate",25.005,,2626022,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~gamma-elemene",27.114,,3758938,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~eugenol",28.252,,33968843,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~alpha-copaene",29.001,,420573,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~beta-elemene",29.342,,1453680,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~sesquiterpene a",29.653,,13334962,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~methyleugenol",29.833,,407604,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~trans-alpha-bergamotene",30.658,,393821,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~beta-ylangene",30.797,,2309674,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~cis-alpha-bergamotene",31.623,,51112007,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~alpha-copaene",31.977,,986780,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~humulene",32.347,,7459918,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~cis-beta-farnesene",32.438,,2401030,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~cis-muurola-4(15)5-diene",32.606,,2816790,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~Germacrene D",33.4,,9617650,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~bicyclogermacrene",33.985,,7458475,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~alpha-bulnesene",34.263,,5810475,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~gamma-cadinene",34.731,,8302298,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~delta-cadinene",34.93,,309227,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~sesquiterpene b",35.202,,1023722,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~alpha-cadinene",35.607,,181242,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~nerolidol",36.726,,162425,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~epicubenol",38.623,,167903,,
"3-20161017OB-UV~Treat3~U24.F~2016-10-17T00:00:00.0Z~tau-cadinol",39.654,,1028180,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~Eucalyptol",12.85,,14108698,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~Ocimene",13.675,,2211520,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~terpinolene",15.484,,143916,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~linalool",16.454,,28394181,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~camphor",18.412,,60806,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~endo-borneol",19.658,,214570,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~alpha-terpineol",20.847,,486418,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~octyl acetate",21.77,,729253,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~chavicol",23.6,,20560,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~bornyl acetate",25.005,,3363213,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~gamma-elemene",27.114,,1653941,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~eugenol",28.252,,22031859,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~alpha-copaene",29.001,,683753,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~beta-elemene",29.342,,854213,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~sesquiterpene a",29.653,,11166312,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~methyleugenol",29.833,,205772,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~trans-alpha-bergamotene",30.658,,243356,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~beta-ylangene",30.797,,1111102,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~cis-alpha-bergamotene",31.623,,32287123,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~alpha-copaene",31.977,,1079053,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~humulene",32.347,,2631516,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~cis-beta-farnesene",32.438,,3697471,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~cis-muurola-4(15)5-diene",32.606,,2049515,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~Germacrene D",33.4,,8643424,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~bicyclogermacrene",33.985,,4566137,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~alpha-bulnesene",34.263,,6421783,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~gamma-cadinene",34.731,,8058200,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~delta-cadinene",34.93,,320234,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~sesquiterpene b",35.202,,661165,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~alpha-cadinene",35.607,,132483,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~nerolidol",36.726,,24090,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~epicubenol",38.623,,139073,,
"3-20161017OB-UV~Treat4~U14.P~2016-10-17T00:00:00.0Z~tau-cadinol",39.654,,771119,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~Eucalyptol",12.85,,15342431,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~Ocimene",13.675,,2200043,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~terpinolene",15.484,,125523,,
"3-20161017OB-UV~Treat5~U8.F~2016-10-17T00:00:00.0Z~linalool",16.454,,29110635,,
